"ModelDay","type"
0,0
0.0104166666666667,0
0.0208333333333333,0
0.03125,0
0.0416666666666667,0
0.0520833333333333,0
0.0625,0
0.0729166666666667,0
0.0833333333333333,0
0.09375,0
0.104166666666667,0
0.114583333333333,0
0.125,0
0.135416666666667,0
0.145833333333333,0
0.15625,0
0.166666666666667,0
0.177083333333333,0
0.1875,0
0.197916666666667,0
0.208333333333333,0
0.21875,0
0.229166666666667,0
0.239583333333333,0
0.25,0
0.260416666666667,0
0.270833333333333,0
0.28125,0
0.291666666666667,0
0.302083333333333,0
0.3125,0
0.322916666666667,0
0.333333333333333,0
0.34375,0
0.354166666666667,0
0.364583333333333,0
0.375,0
0.385416666666667,0
0.395833333333333,0
0.40625,0
0.416666666666667,0
0.427083333333333,0
0.4375,0
0.447916666666667,0
0.458333333333333,0
0.46875,0
0.479166666666667,0
0.489583333333333,0
0.5,0
0.510416666666667,0
0.520833333333333,0
0.53125,0
0.541666666666667,0
0.552083333333333,0
0.5625,0
0.572916666666667,0
0.583333333333333,0
0.59375,0
0.604166666666667,0
0.614583333333333,0
0.625,0
0.635416666666667,0
0.645833333333333,0
0.65625,0
0.666666666666667,0
0.677083333333333,0
0.6875,0
0.697916666666667,0
0.708333333333333,0
0.71875,0
0.729166666666667,0
0.739583333333333,0
0.75,0
0.760416666666667,0
0.770833333333333,0
0.78125,0
0.791666666666667,0
0.802083333333333,0
0.8125,0
0.822916666666667,0
0.833333333333333,0
0.84375,0
0.854166666666667,0
0.864583333333333,0
0.875,0
0.885416666666667,0
0.895833333333333,0
0.90625,0
0.916666666666667,0
0.927083333333333,0
0.9375,0
0.947916666666667,0
0.958333333333333,0
0.96875,0
0.979166666666667,0
0.989583333333333,0
1,3
1.01041666666667,3
1.02083333333333,3
1.03125,3
1.04166666666667,3
1.05208333333333,3
1.0625,3
1.07291666666667,3
1.08333333333333,3
1.09375,3
1.10416666666667,3
1.11458333333333,3
1.125,3
1.13541666666667,3
1.14583333333333,3
1.15625,3
1.16666666666667,3
1.17708333333333,3
1.1875,3
1.19791666666667,3
1.20833333333333,3
1.21875,3
1.22916666666667,3
1.23958333333333,3
1.25,3
1.26041666666667,3
1.27083333333333,3
1.28125,3
1.29166666666667,3
1.30208333333333,3
1.3125,3
1.32291666666667,3
1.33333333333333,3
1.34375,3
1.35416666666667,3
1.36458333333333,3
1.375,3
1.38541666666667,3
1.39583333333333,3
1.40625,3
1.41666666666667,3
1.42708333333333,3
1.4375,3
1.44791666666667,3
1.45833333333333,3
1.46875,3
1.47916666666667,3
1.48958333333333,3
1.5,3
1.51041666666667,3
1.52083333333333,3
1.53125,3
1.54166666666667,3
1.55208333333333,3
1.5625,3
1.57291666666667,3
1.58333333333333,3
1.59375,3
1.60416666666667,3
1.61458333333333,3
1.625,3
1.63541666666667,3
1.64583333333333,3
1.65625,3
1.66666666666667,3
1.67708333333333,3
1.6875,3
1.69791666666667,3
1.70833333333333,3
1.71875,3
1.72916666666667,3
1.73958333333333,3
1.75,3
1.76041666666667,3
1.77083333333333,3
1.78125,3
1.79166666666667,3
1.80208333333333,3
1.8125,3
1.82291666666667,3
1.83333333333333,3
1.84375,3
1.85416666666667,3
1.86458333333333,3
1.875,3
1.88541666666667,3
1.89583333333333,3
1.90625,3
1.91666666666667,3
1.92708333333333,3
1.9375,3
1.94791666666667,3
1.95833333333333,3
1.96875,3
1.97916666666667,3
1.98958333333333,3
2,0
2.01041666666667,0
2.02083333333333,0
2.03125,0
2.04166666666667,0
2.05208333333333,0
2.0625,0
2.07291666666667,0
2.08333333333333,0
2.09375,0
2.10416666666667,0
2.11458333333333,0
2.125,0
2.13541666666667,0
2.14583333333333,0
2.15625,0
2.16666666666667,0
2.17708333333333,0
2.1875,0
2.19791666666667,0
2.20833333333333,0
2.21875,0
2.22916666666667,0
2.23958333333333,0
2.25,0
2.26041666666667,0
2.27083333333333,0
2.28125,0
2.29166666666667,0
2.30208333333333,0
2.3125,0
2.32291666666667,0
2.33333333333333,0
2.34375,0
2.35416666666667,0
2.36458333333333,0
2.375,0
2.38541666666667,0
2.39583333333333,0
2.40625,0
2.41666666666667,0
2.42708333333333,0
2.4375,0
2.44791666666667,0
2.45833333333333,0
2.46875,0
2.47916666666667,0
2.48958333333333,0
2.5,0
2.51041666666667,0
2.52083333333333,0
2.53125,0
2.54166666666667,0
2.55208333333333,0
2.5625,0
2.57291666666667,0
2.58333333333333,0
2.59375,0
2.60416666666667,0
2.61458333333333,0
2.625,0
2.63541666666667,0
2.64583333333333,0
2.65625,0
2.66666666666667,0
2.67708333333333,0
2.6875,0
2.69791666666667,0
2.70833333333333,0
2.71875,0
2.72916666666667,0
2.73958333333333,0
2.75,0
2.76041666666667,0
2.77083333333333,0
2.78125,0
2.79166666666667,0
2.80208333333333,0
2.8125,0
2.82291666666667,0
2.83333333333333,0
2.84375,0
2.85416666666667,0
2.86458333333333,0
2.875,0
2.88541666666667,0
2.89583333333333,0
2.90625,0
2.91666666666667,0
2.92708333333333,0
2.9375,0
2.94791666666667,0
2.95833333333333,0
2.96875,0
2.97916666666667,0
2.98958333333333,0
3,0
3.01041666666667,0
3.02083333333333,0
3.03125,0
3.04166666666667,0
3.05208333333333,0
3.0625,0
3.07291666666667,0
3.08333333333333,0
3.09375,0
3.10416666666667,0
3.11458333333333,0
3.125,0
3.13541666666667,0
3.14583333333333,0
3.15625,0
3.16666666666667,0
3.17708333333333,0
3.1875,0
3.19791666666667,0
3.20833333333333,0
3.21875,0
3.22916666666667,0
3.23958333333333,0
3.25,0
3.26041666666667,0
3.27083333333333,0
3.28125,0
3.29166666666667,0
3.30208333333333,0
3.3125,0
3.32291666666667,0
3.33333333333333,0
3.34375,0
3.35416666666667,0
3.36458333333333,0
3.375,0
3.38541666666667,0
3.39583333333333,0
3.40625,0
3.41666666666667,0
3.42708333333333,0
3.4375,0
3.44791666666667,0
3.45833333333333,0
3.46875,0
3.47916666666667,0
3.48958333333333,0
3.5,0
3.51041666666667,0
3.52083333333333,0
3.53125,0
3.54166666666667,0
3.55208333333333,0
3.5625,0
3.57291666666667,0
3.58333333333333,0
3.59375,0
3.60416666666667,0
3.61458333333333,0
3.625,0
3.63541666666667,0
3.64583333333333,0
3.65625,0
3.66666666666667,0
3.67708333333333,0
3.6875,0
3.69791666666667,0
3.70833333333333,0
3.71875,0
3.72916666666667,0
3.73958333333333,0
3.75,0
3.76041666666667,0
3.77083333333333,0
3.78125,0
3.79166666666667,0
3.80208333333333,0
3.8125,0
3.82291666666667,0
3.83333333333333,0
3.84375,0
3.85416666666667,0
3.86458333333333,0
3.875,0
3.88541666666667,0
3.89583333333333,0
3.90625,0
3.91666666666667,0
3.92708333333333,0
3.9375,0
3.94791666666667,0
3.95833333333333,0
3.96875,0
3.97916666666667,0
3.98958333333333,0
4,0
4.01041666666667,0
4.02083333333333,0
4.03125,0
4.04166666666667,0
4.05208333333333,2
4.0625,0
4.07291666666667,0
4.08333333333333,0
4.09375,0
4.10416666666667,0
4.11458333333333,0
4.125,0
4.13541666666667,0
4.14583333333333,0
4.15625,0
4.16666666666667,0
4.17708333333333,0
4.1875,0
4.19791666666667,0
4.20833333333333,0
4.21875,0
4.22916666666667,0
4.23958333333333,0
4.25,0
4.26041666666667,0
4.27083333333333,0
4.28125,0
4.29166666666667,0
4.30208333333333,0
4.3125,0
4.32291666666667,0
4.33333333333333,0
4.34375,0
4.35416666666667,0
4.36458333333333,0
4.375,0
4.38541666666667,0
4.39583333333333,0
4.40625,0
4.41666666666667,0
4.42708333333333,0
4.4375,0
4.44791666666667,0
4.45833333333333,0
4.46875,0
4.47916666666667,0
4.48958333333333,0
4.5,0
4.51041666666667,0
4.52083333333333,0
4.53125,0
4.54166666666667,0
4.55208333333333,0
4.5625,0
4.57291666666667,0
4.58333333333333,2
4.59375,0
4.60416666666667,0
4.61458333333333,2
4.625,2
4.63541666666667,0
4.64583333333333,0
4.65625,2
4.66666666666667,2
4.67708333333333,2
4.6875,0
4.69791666666667,0
4.70833333333333,0
4.71875,0
4.72916666666667,0
4.73958333333333,0
4.75,0
4.76041666666667,0
4.77083333333333,0
4.78125,0
4.79166666666667,0
4.80208333333333,0
4.8125,0
4.82291666666667,0
4.83333333333333,2
4.84375,0
4.85416666666667,0
4.86458333333333,0
4.875,0
4.88541666666667,0
4.89583333333333,0
4.90625,0
4.91666666666667,0
4.92708333333333,0
4.9375,0
4.94791666666667,0
4.95833333333333,0
4.96875,0
4.97916666666667,0
4.98958333333333,0
5,0
5.01041666666667,0
5.02083333333333,0
5.03125,0
5.04166666666667,0
5.05208333333333,0
5.0625,0
5.07291666666667,0
5.08333333333333,0
5.09375,0
5.10416666666667,0
5.11458333333333,0
5.125,0
5.13541666666667,0
5.14583333333333,0
5.15625,0
5.16666666666667,0
5.17708333333333,0
5.1875,0
5.19791666666667,0
5.20833333333333,0
5.21875,0
5.22916666666667,0
5.23958333333333,0
5.25,0
5.26041666666667,0
5.27083333333333,0
5.28125,0
5.29166666666667,0
5.30208333333333,0
5.3125,0
5.32291666666667,0
5.33333333333333,0
5.34375,0
5.35416666666667,0
5.36458333333333,0
5.375,0
5.38541666666667,0
5.39583333333333,0
5.40625,0
5.41666666666667,0
5.42708333333333,0
5.4375,0
5.44791666666667,0
5.45833333333333,0
5.46875,0
5.47916666666667,0
5.48958333333333,0
5.5,0
5.51041666666667,0
5.52083333333333,0
5.53125,0
5.54166666666667,0
5.55208333333333,0
5.5625,0
5.57291666666667,0
5.58333333333333,0
5.59375,0
5.60416666666667,0
5.61458333333333,0
5.625,0
5.63541666666667,0
5.64583333333333,0
5.65625,0
5.66666666666667,0
5.67708333333333,0
5.6875,0
5.69791666666667,0
5.70833333333333,0
5.71875,0
5.72916666666667,0
5.73958333333333,0
5.75,0
5.76041666666667,0
5.77083333333333,0
5.78125,0
5.79166666666667,0
5.80208333333333,0
5.8125,0
5.82291666666667,0
5.83333333333333,0
5.84375,0
5.85416666666667,0
5.86458333333333,0
5.875,0
5.88541666666667,0
5.89583333333333,0
5.90625,0
5.91666666666667,0
5.92708333333333,0
5.9375,0
5.94791666666667,0
5.95833333333333,0
5.96875,0
5.97916666666667,0
5.98958333333333,0
6,0
6.01041666666667,0
6.02083333333333,0
6.03125,0
6.04166666666667,0
6.05208333333333,0
6.0625,0
6.07291666666667,0
6.08333333333333,0
6.09375,0
6.10416666666667,0
6.11458333333333,0
6.125,0
6.13541666666667,0
6.14583333333333,0
6.15625,0
6.16666666666667,0
6.17708333333333,0
6.1875,0
6.19791666666667,0
6.20833333333333,0
6.21875,0
6.22916666666667,0
6.23958333333333,0
6.25,0
6.26041666666667,0
6.27083333333333,0
6.28125,0
6.29166666666667,0
6.30208333333333,0
6.3125,0
6.32291666666667,0
6.33333333333333,0
6.34375,0
6.35416666666667,0
6.36458333333333,0
6.375,0
6.38541666666667,0
6.39583333333333,0
6.40625,0
6.41666666666667,0
6.42708333333333,0
6.4375,0
6.44791666666667,0
6.45833333333333,0
6.46875,0
6.47916666666667,0
6.48958333333333,0
6.5,0
6.51041666666667,0
6.52083333333333,0
6.53125,0
6.54166666666667,0
6.55208333333333,0
6.5625,0
6.57291666666667,0
6.58333333333333,0
6.59375,0
6.60416666666667,0
6.61458333333333,0
6.625,0
6.63541666666667,0
6.64583333333333,0
6.65625,0
